"player_name","Name.Wyscout","marketval","position_tm","competition","team","player_id","foot","position_wy","passes","success_passes","pass_length","pass_mean_pos_x","pass_mean_pos_y","n_shots","totxg","totxa"
"Marco Höger","M. Höger",2000000,"Defensive Midfield","German first division","Köln",14863,"right","Midfielder",1065,919,24520.2588277382,49.24,33.74,8,0.483,0.664
"Marco Reus","M. Reus",35000000,"Attacking Midfield","German first division","Borussia Dortmund",15024,"right","Forward",459,367,8693.53807085293,70.81,36.53,33,8.997,3.875
"Marco Richter","M. Richter",1000000,"Right Winger","German first division","Augsburg",337960,"right","Forward",147,111,3191.02439938662,64.18,41.99,12,1.287,2.827
"Marco Russ","M. Russ",1000000,"Centre-Back","German first division","Eintracht Frankfurt",14923,"right","Defender",540,456,13907.0925926488,38.38,40.75,6,0,0.159
"Marco Sau","M. Sau",2000000,"Centre-Forward","Italian first division","Cagliari",21865,"right","Forward",358,285,6882.50147831158,62.82,34.51,21,3.967,1.833
"Marco Sportiello","M. Sportiello",6000000,"Goalkeeper","Italian first division","Fiorentina",23705,"right","Goalkeeper",636,560,22735.5224631897,11.96,34.6,0,0,0.092
"Marco Terrazzino","M. Terrazzino",2500000,"Attacking Midfield","German first division","Freiburg",15533,"right","Forward",588,482,11420.9290629043,62.01,21.82,20,3.486,5.512
"Marco Tumminello","M. Tumminello",1000000,"Centre-Forward","Italian first division","Crotone",347026,"left","Forward",72,49,1815.46884958143,61.44,33.79,8,1.507,0.679
"Marco Verratti","M. Verratti",70000000,"Central Midfield","French first division","PSG",21383,"right","Midfielder",1944,1784,41310.4735911129,52.57,38.79,7,0.755,3.792
"Marcos Alonso","Marcos Alonso",40000000,"Left-Back","English first division","Chelsea",8032,"left","Defender",1368,1082,32747.1823992156,57.05,9.55,50,5.976,5.851
"Marcos Llorente","Marcos Llorente",12000000,"Central Midfield","Spanish first division","Real Madrid",279538,"right","Midfielder",407,384,9817.10435161257,47.21,37.82,6,0.424,0.379
"Marcos Rojo","M. Rojo",18000000,"Centre-Back","English first division","Manchester United",101652,"left","Defender",509,455,12890.268349363,37.82,20.13,9,0.07,0.146
"Marcus Coco","M. Coco",3000000,"Right Winger","French first division","Guingamp",330387,"right","Midfielder",568,437,11208.0076540373,66.49,36.46,24,4.199,4.236
"Marcus Rashford","M. Rashford",65000000,"Left Winger","English first division","Manchester United",397178,"right","Forward",677,527,14674.3891262967,72.21,25.94,58,9.807,6.942
"Marcus Thuram","M. Thuram",2000000,"Centre-Forward","French first division","Guingamp",301017,"right","Forward",441,329,7688.92475892124,71.3,29.79,45,7.787,4.971
"Marijan Cavar","M. Ćavar",NA,"Central Midfield","German first division","Eintracht Frankfurt",476054,"right","Midfielder",7,6,126.309028645226,52.65,34.29,1,0.058,0
"Mario Balotelli","M. Balotelli",24000000,"Centre-Forward","French first division","Nice",8326,"right","Forward",730,568,16313.5552990093,62.76,30.06,76,12.728,5.783
"Mario González","Mario González",NA,"Centre-Forward","Spanish first division","Villarreal",257006,"right","Forward",5,2,112.813533613644,82.51,40.69,0,0.127,0.13
"Mario Hermoso","Mario Hermoso",5000000,"Centre-Back","Spanish first division","Espanyol",279533,"left","Defender",896,712,27939.2230063335,33.47,20.59,9,0.045,0.233
"Mario Lemina","M. Lemina",15000000,"Defensive Midfield","English first division","Southampton",29640,"right","Midfielder",973,853,23658.786308299,53.87,32.57,22,1.194,1.275
"Mário Rui","Mário Rui",14000000,"Left-Back","Italian first division","Napoli",22107,"left","Defender",1859,1592,38323.8570271902,53.52,7.49,5,0.214,3.687
"Mario Sampirisi","M. Sampirisi",NA,"Right-Back","Italian first division","Crotone",21280,"right","Defender",869,684,22670.0150564924,41.73,53.66,5,0.057,1.565
"Marius Wolf","M. Wolf",10000000,"Right-Back","German first division","Eintracht Frankfurt",224680,"right","Midfielder",825,580,19756.3923196142,59.65,51.76,29,5.887,8.448
"Mariusz Stepinski","M. Stępiński",4000000,"Centre-Forward","French first division","Nantes",99511,"right","Forward",132,106,2290.37698414283,65.62,33.19,18,3.782,1.671
"Mark Noble","M. Noble",7000000,"Central Midfield","English first division","West Ham United",8561,"right","Midfielder",1245,1068,30001.2960374304,49.51,33.79,14,1.329,3.485
"Mark Uth","M. Uth",18000000,"Centre-Forward","German first division","Hoffenheim",15292,"left","Forward",522,397,11501.5961937044,65.99,38.25,57,16.577,9.091
"Markel Bergara","Markel Bergara",1500000,"Defensive Midfield","Spanish first division","Getafe",3674,"right","Midfielder",354,270,7377.59564534449,52.38,40.94,14,0.928,0.137
"Markel Susaeta","Susaeta",9000000,"Right Winger","Spanish first division","Athletic Club",3420,"right","Midfielder",854,692,18859.0105311468,63.69,38.46,22,3.786,4.105
"Marko Arnautovic","M. Arnautović",25000000,"Centre-Forward","English first division","West Ham United",14703,"right","Forward",782,569,16188.2101683232,69.17,28.49,71,17.221,7.899
"Markus Suttner","M. Suttner",2500000,"Left-Back","English first division","Brighton & Hove Albion",64966,"left","Defender",466,356,12956.3011494318,50.34,8.52,2,0.047,0.2
"Marlos Moreno","M. Moreno",NA,"Right Winger","Spanish first division","Girona",257752,"right","Forward",1,1,7.07106781186548,90.3,29.92,0,0,0.111
"Marouane Fellaini","M. Fellaini",12000000,"Central Midfield","English first division","Manchester United",8249,"right","Midfielder",570,503,11415.0097712,54.79,39.74,15,2.847,0.323
"Marquinhos","Marquinhos",55000000,"Centre-Back","French first division","PSG",40539,"right","Defender",1573,1480,41175.3977954646,36.33,45.88,11,0.05,0.936
"Marten de Roon","M. de Roon",14000000,"Defensive Midfield","Italian first division","Atalanta",625,"right","Midfielder",1589,1396,39089.4629213388,51.89,43.96,25,2.75,3.337
"Martín Aguirregabiria","Martín",1500000,"Right-Back","Spanish first division","Deportivo Alavés",489488,"right","Defender",659,479,15131.6814938318,48.85,58.43,4,0.044,3.017
"Martin Braithwaite","M. Braithwaite",8000000,"Centre-Forward","French first division","Bordeaux",55968,"right","Forward",229,179,4459.50714000557,62.87,30.65,26,7.167,4.272
"Martín Cáceres","M. Cáceres",2500000,"Centre-Back","Italian first division","Hellas Verona",20460,"right","Defender",875,691,22202.1672545122,47.01,39.12,24,3.896,1.454
"Martin Kelly","M. Kelly",3000000,"Right-Back","English first division","Crystal Palace",7958,"right","Defender",334,265,9465.30956888926,38.84,48.5,5,0,0.026
"Martín Mantovani","M. Mantovani",NA,"Centre-Back","Spanish first division","Leganés",5653,"right","Defender",342,287,8999.65296728978,32.75,31.19,5,0,0.035
"Martín Montoya","Montoya",8000000,"Right-Back","Spanish first division","Valencia",3339,"right","Defender",1006,814,24405.7792805871,52.17,58.02,8,0.401,3.976
"Martin Olsson","M. Olsson",5000000,"Left-Back","English first division","Swansea City",8192,"left","Defender",1379,1027,36249.0433916348,54.96,8.01,20,1.472,1.373
"Martin Terrier","M. Terrier",9000000,"Left Winger","French first division","Strasbourg",394006,"right","Forward",438,354,9170.28078176372,64.41,27.1,49,8.148,5.53
"Marvin Bakalorz","M. Bakalorz",2500000,"Defensive Midfield","German first division","Hannover 96",14802,"right","Midfielder",587,432,13126.4741892562,55.48,37.58,20,2.744,2.952
"Marvin Plattenhardt","M. Plattenhardt",15000000,"Left-Back","German first division","Hertha BSC",15125,"left","Defender",1309,1072,31222.2328809774,50.65,9.26,8,0.37,4.201
"Marvin Zeegelaar","M. Zeegelaar",3000000,"Left-Back","English first division","Watford",189821,"left","Defender",436,347,9733.96712453715,55.15,9.41,0,0,1.732
"Marwin Hitz","M. Hitz",4000000,"Goalkeeper","German first division","Augsburg",14914,"right","Goalkeeper",702,606,29183.0477869727,12.72,36.03,1,0,0.043
"Mason Holgate","M. Holgate",7000000,"Centre-Back","English first division","Everton",355937,"right","Defender",475,356,13933.9774527702,42.42,52.19,6,0.126,1.227
"Massimo Coda","M. Coda",1400000,"Centre-Forward","Italian first division","Benevento",24269,"right","Forward",294,217,6406.06143350237,65.91,34.73,48,7.518,2.682
"Massimo Gobbi","M. Gobbi",NA,"Left-Back","Italian first division","Chievo",20495,"left","Defender",1033,793,25746.6941428515,52.83,8.96,6,0.194,5.362
"Mateo Musacchio","M. Musacchio",12500000,"Centre-Back","Italian first division","Milan",3526,"right","Defender",916,834,22483.7469919218,41.09,48.28,3,0.187,1.184
"Mateo Pavlovic","M. Pavlović",1250000,"Centre-Back","French first division","Angers",69525,"right","Defender",841,739,22094.6793750989,35.45,34.42,15,0.099,0.021
"Mathew Leckie","M. Leckie",4000000,"Left Winger","German first division","Hertha BSC",15020,"right","Forward",748,575,15774.1718590208,60.71,43.92,27,2.718,2.838
"Mathieu Bodmer","M. Bodmer",NA,"Defensive Midfield","French first division","Amiens SC",25433,"right","Defender",261,221,6209.65443584195,51.84,33.1,6,0.91,0.51
"Mathieu Debuchy","M. Debuchy",4500000,"Centre-Back","French first division","Saint-Étienne",25700,"right","Defender",613,468,13959.6380875962,52.03,59.09,17,3.743,2.063
"Mathieu Deplagne","M. Deplagne",1250000,"Right-Back","French first division","Troyes",25990,"right","Defender",1016,839,22800.2816925194,48.4,58.51,6,0.317,2.738
"Mathieu Dossevi","M. Dossevi",3500000,"Right Winger","French first division","Metz",26512,"right","Midfielder",961,719,23875.9731225579,67.47,46.54,28,4.102,14.859
"Mathieu Flamini","M. Flamini",NA,"Defensive Midfield","Spanish first division","Getafe",20406,"right","Midfielder",138,107,2774.95175894951,50.74,40.96,1,0.136,0.176
"Matías Aguirregaray","M. Aguirregaray",2000000,"Right-Back","Spanish first division","Las Palmas",20803,"right","Defender",542,433,12218.0404355748,52.88,27.47,6,0.288,1.234
"Matías Silvestre","M. Silvestre",1500000,"Centre-Back","Italian first division","Sampdoria",20811,"right","Defender",2125,1931,57776.042982297,37.74,43.96,12,0.018,0
"Matías Vecino","M. Vecino",21000000,"Central Midfield","Italian first division","Internazionale",116349,"right","Midfielder",1780,1577,39050.5431463592,52.43,40.01,40,5.638,2.211
"Matt Phillips","M. Phillips",9000000,"Right Winger","English first division","West Bromwich Albion",9414,"right","Midfielder",579,391,14619.8599970869,61.87,51.86,25,4.7,4.64
"Matt Ritchie","M. Ritchie",12000000,"Right Midfield","English first division","Newcastle United",9227,"left","Midfielder",1057,776,25101.505647587,59.83,44.48,50,4.927,9.295
"Matteo Darmian","M. Darmian",10000000,"Right-Back","English first division","Manchester United",21095,"right","Defender",242,198,5536.59276790453,54.88,42.81,2,0,0.043
"Matteo Politano","M. Politano",22000000,"Right Winger","Italian first division","Sassuolo",208696,"left","Forward",955,675,23027.3449721624,70.25,32.36,89,12.23,10.133
"Matthew Lowton","M. Lowton",5000000,"Right-Back","English first division","Burnley",8643,"right","Defender",894,641,25904.8462872134,51.68,57.17,3,0.114,3.528
"Matthias Ginter","M. Ginter",25000000,"Centre-Back","German first division","Borussia M'gladbach",14991,"right","Defender",1922,1732,51144.5162233345,39.44,47.29,24,2.673,0.548
"Matthias Lehmann","M. Lehmann",NA,"Defensive Midfield","German first division","Köln",15253,"right","Midfielder",785,671,19800.1642190115,45.88,32.37,11,0.278,0.101
"Matthias Ostrzolek","M. Ostrzolek",3000000,"Left-Back","German first division","Hannover 96",15772,"left","Defender",959,665,24443.7021867672,49.4,9.07,14,0.859,3.261
"Matthias Zimmermann","M. Zimmermann",1000000,"Right-Back","German first division","Stuttgart",15015,"right","Midfielder",33,25,783.977796639827,39.44,31.56,0,0.161,0
"Matthieu Udol","M. Udol",NA,"Left-Back","French first division","Metz",286506,"left","Defender",141,105,3565.59646919346,46.38,12.65,1,0.163,0
"Matti Steinmann","M. Steinmann",NA,"Defensive Midfield","German first division","Hamburger SV",221376,"right","Midfielder",384,331,8767.9201181064,46.13,33.62,3,0.307,0.348
"Mattia Caldara","M. Caldara",25000000,"Centre-Back","Italian first division","Atalanta",288663,"right","Defender",946,823,27781.2806443246,35.94,34.88,9,0.829,0.199
"Mattia Destro","M. Destro",6000000,"Centre-Forward","Italian first division","Bologna",20796,"right","Forward",257,179,4514.96831128853,63.92,32.69,34,9.67,2.604
"Mattia Perin","M. Perin",16000000,"Goalkeeper","Italian first division","Genoa",21468,"right","Goalkeeper",711,589,29155.6583541035,13.36,36.16,0,0,0.201
"Mattia Valoti","M. Valoti",1000000,"Central Midfield","Italian first division","Hellas Verona",20414,"right","Midfielder",524,409,12319.3854448398,54.58,27.68,19,6.128,1.574
"Mattia Vitale","M. Vitale",NA,"Central Midfield","Italian first division","SPAL",339192,"left","Midfielder",27,21,579.41603591669,29.86,11.85,2,0.691,0
"Mattia Zaccagni","M. Zaccagni",NA,"Left Winger","Italian first division","Hellas Verona",246633,"right","Midfielder",56,41,1109.51497590881,55.7,37.23,2,0.568,0
"Mauricio Lemos","M. Lemos",5500000,"Centre-Back","Italian first division","Sassuolo",292991,"right","Defender",1005,880,27626.655104225,34.68,39.92,13,0.104,0.142
"Mauro Arambarri","M. Arambarri",3000000,"Central Midfield","Spanish first division","Getafe",286448,"right","Midfielder",592,443,17856.6263967859,50.59,35.36,21,0.829,2.385
"Mauro Icardi","M. Icardi",95000000,"Centre-Forward","Italian first division","Internazionale",206314,"right","Forward",419,323,8028.26933922942,65.4,33.62,87,29.583,9.028
"Max Gradel","M. Gradel",7000000,"Left Winger","French first division","Toulouse",25860,"right","Forward",850,540,22792.3153980233,67.71,21.11,55,5.641,6.27
"Max Kruse","M. Kruse",12000000,"Second Striker","German first division","Werder Bremen",16025,"left","Forward",1193,961,29630.7749132976,62.58,29.99,52,8.553,7.706
"Max Meyer","M. Meyer",18000000,"Attacking Midfield","German first division","Schalke 04",134369,"right","Midfielder",1016,925,22478.8915375202,49.47,32.76,7,0.304,0.614
"Maxi Gómez","Maxi Gómez",25000000,"Centre-Forward","Spanish first division","Celta de Vigo",395636,"right","Forward",557,428,12133.8837122731,64.96,34.22,77,27.518,8.499
"Maxi López","Maxi López",NA,"Centre-Forward","Italian first division","Udinese",20422,"right","Forward",318,233,6217.94437816533,66.37,31.7,27,5.101,3.252
"Maxime Gonalons","M. Gonalons",7500000,"Defensive Midfield","Italian first division","Roma",25405,"right","Midfielder",722,654,17492.1375773379,50.8,31.97,13,0.507,2.173
"Maxime Le Marchand","M. Le Marchand",4000000,"Centre-Back","French first division","Nice",26135,"left","Defender",1773,1588,42804.3522026376,42.09,12.89,9,0.094,1.428
"Maxime Lestienne","M. Lestienne",2500000,"Left Winger","Spanish first division","Málaga",37836,"left","Midfielder",224,160,5027.20860073575,61.36,39.1,9,2.884,0.394
"Maximilian Arnold","M. Arnold",10000000,"Central Midfield","German first division","Wolfsburg",14938,"left","Midfielder",1242,1056,31287.3735236433,50.82,28.74,24,1.328,2.685
"Maximilian Eggestein","M. Eggestein",10000000,"Central Midfield","German first division","Werder Bremen",272440,"right","Midfielder",902,709,19010.074668136,57.46,42.18,41,9.421,3.118
"Maximilian Mittelstädt","M. Mittelstädt",2000000,"Left-Back","German first division","Hertha BSC",337890,"left","Defender",150,111,3661.03086188058,64.93,9.07,9,0.223,0.355
"Maximilian Philipp","M. Philipp",20000000,"Second Striker","German first division","Borussia Dortmund",19392,"right","Forward",279,217,5334.05121229627,66.64,22.61,40,8.778,3.551
"Maximiliano Olivera","M. Olivera",1000000,"Left-Back","Italian first division","Fiorentina",375771,"left","Defender",24,13,369.500083741427,58.82,11.93,1,0.157,0.332
"Maximiliano Olivera","M. Olivera",1000000,"Left-Back","Italian first division","Fiorentina",116225,"left","Defender",237,192,6420.4050082479,51.35,10.54,3,0.157,0.332
"Maxwel Cornet","M. Cornet",15000000,"Left Winger","French first division","Olympique Lyonnais",228946,"left","Forward",484,387,10353.1893102326,67.42,43.01,29,5.459,4.244
"Maya Yoshida","M. Yoshida",7000000,"Centre-Back","English first division","Southampton",703,"right","Defender",1318,1146,36666.8450729789,36.39,39.39,17,0,0.112
"Medhi Benatia","M. Benatia",23000000,"Centre-Back","Italian first division","Juventus",20579,"right","Defender",1457,1351,38973.8773022307,35.2,40.82,15,1.094,0.051
"Mehdi Abeid","M. Abeid",1750000,"Central Midfield","French first division","Dijon",7986,"right","Midfielder",563,493,13377.1863366784,50.01,30.61,18,0.837,0.646
"Mehdi Lacen","M. Lacen",NA,"Defensive Midfield","Spanish first division","Getafe",4009,"left","Midfielder",479,416,11841.4803852338,50.5,28.28,7,0.503,0.436
"Mehdi Tahrat","M. Tahrat",NA,"Centre-Back","French first division","Angers",28364,"right","Defender",198,153,3756.45228338419,48.97,39.5,5,0.075,0.135
"Mehdi Zeffane","M. Zeffane",1000000,"Right-Back","French first division","Rennes",25399,"right","Defender",486,381,11587.7383146225,49.68,32.62,14,0.332,1.507
