"row_id","player_name","marketval","position_tm","competition","team","Name.Wyscout"
"1541","Matías Vecino",21000000,"Central Midfield","Italian first division","Internazionale","M. Vecino"
"1542","Matija Nastasić",17000000,"Centre-Back","German first division","Schalke 04","M. Nastasić"
"1543","Matt Phillips",9000000,"Right Winger","English first division","West Bromwich Albion","M. Phillips"
"1544","Matt Ritchie",12000000,"Right Midfield","English first division","Newcastle United","M. Ritchie"
"1545","Matt Targett",3000000,"Left-Back","English first division","Southampton","M. Targett"
"1546","Matteo Bianchetti",NA,"Centre-Back","Italian first division","Hellas Verona","M. Bianchetti"
"1547","Matteo Darmian",10000000,"Right-Back","English first division","Manchester United","M. Darmian"
"1548","Matteo Politano",22000000,"Right Winger","Italian first division","Sassuolo","M. Politano"
"1549","Matthew Lowton",5000000,"Right-Back","English first division","Burnley","M. Lowton"
"1550","Matthias Ginter",25000000,"Centre-Back","German first division","Borussia M'gladbach","M. Ginter"
"1551","Matthias Lehmann",NA,"Defensive Midfield","German first division","Köln","M. Lehmann"
"1552","Matthias Ostrzolek",3000000,"Left-Back","German first division","Hannover 96","M. Ostrzolek"
"1553","Matthias Zimmermann",1000000,"Right-Back","German first division","Stuttgart","M. Zimmermann"
"1554","Matthieu Udol",NA,"Left-Back","French first division","Metz","M. Udol"
"1555","Matti Steinmann",NA,"Defensive Midfield","German first division","Hamburger SV","M. Steinmann"
"1556","Mattia Bani",2500000,"Centre-Back","Italian first division","Chievo","M. Bani"
"1557","Mattia Caldara",25000000,"Centre-Back","Italian first division","Atalanta","M. Caldara"
"1558","Mattia Destro",6000000,"Centre-Forward","Italian first division","Bologna","M. Destro"
"1559","Mattia Perin",16000000,"Goalkeeper","Italian first division","Genoa","M. Perin"
"1560","Mattia Valoti",1000000,"Central Midfield","Italian first division","Hellas Verona","M. Valoti"
"1561","Mattia Vitale",NA,"Central Midfield","Italian first division","SPAL","M. Vitale"
"1562","Mattia Zaccagni",NA,"Left Winger","Italian first division","Hellas Verona","M. Zaccagni"
"1563","Matty James",1500000,"Central Midfield","English first division","Leicester City","M. James"
"1564","Maurício",1000000,"Centre-Back","Italian first division","Lazio","Maurício"
"1565","Mauricio Lemos",5500000,"Centre-Back","Italian first division","Sassuolo","M. Lemos"
"1566","Mauro Arambarri",3000000,"Central Midfield","Spanish first division","Getafe","M. Arambarri"
"1567","Mauro dos Santos",1200000,"Centre-Back","Spanish first division","Leganés","M. Dos Santos"
"1568","Mauro Icardi",95000000,"Centre-Forward","Italian first division","Internazionale","M. Icardi"
"1569","Max Gradel",7000000,"Left Winger","French first division","Toulouse","M. Gradel"
"1570","Max Kruse",12000000,"Second Striker","German first division","Werder Bremen","M. Kruse"
"1571","Max Meyer",18000000,"Attacking Midfield","German first division","Schalke 04","M. Meyer"
"1572","Maxi Gómez",25000000,"Centre-Forward","Spanish first division","Celta de Vigo","Maxi Gómez"
"1573","Maxi López",NA,"Centre-Forward","Italian first division","Udinese","Maxi López"
"1574","Maxime Dupé",NA,"Goalkeeper","French first division","Nantes","M. Dupé"
"1575","Maxime Gonalons",7500000,"Defensive Midfield","Italian first division","Roma","M. Gonalons"
"1576","Maxime Le Marchand",4000000,"Centre-Back","French first division","Nice","M. Le Marchand"
"1577","Maxime Lestienne",2500000,"Left Winger","Spanish first division","Málaga","M. Lestienne"
"1578","Maxime López",8000000,"Defensive Midfield","French first division","Olympique Marseille","M. Lopez"
"1579","Maxime Poundjé",4500000,"Left-Back","French first division","Bordeaux","M. Poundjé"
"1580","Maximilian Arnold",10000000,"Central Midfield","German first division","Wolfsburg","M. Arnold"
"1581","Maximilian Eggestein",10000000,"Central Midfield","German first division","Werder Bremen","M. Eggestein"
"1582","Maximilian Mittelstädt",2000000,"Left-Back","German first division","Hertha BSC","M. Mittelstädt"
"1583","Maximilian Philipp",20000000,"Second Striker","German first division","Borussia Dortmund","M. Philipp"
"1584","Maximiliano Olivera",1000000,"Left-Back","Italian first division","Fiorentina","M. Olivera"
"1585","Maxwel Cornet",15000000,"Left Winger","French first division","Olympique Lyonnais","M. Cornet"
"1586","Maya Yoshida",7000000,"Centre-Back","English first division","Southampton","M. Yoshida"
"1587","Medhi Benatia",23000000,"Centre-Back","Italian first division","Juventus","M. Benatia"
"1588","Mehdi Abeid",1750000,"Central Midfield","French first division","Dijon","M. Abeid"
"1589","Mehdi Lacen",NA,"Defensive Midfield","Spanish first division","Getafe","M. Lacen"
"1590","Mehdi Léris",NA,"Right Midfield","Italian first division","Chievo","M. Léris"
"1591","Mehdi Tahrat",NA,"Centre-Back","French first division","Angers","M. Tahrat"
"1592","Mehdi Zeffane",1000000,"Right-Back","French first division","Rennes","M. Zeffane"
"1593","Memphis Depay",45000000,"Centre-Forward","French first division","Olympique Lyonnais","M. Depay"
"1594","Meritan Shabani",NA,"Attacking Midfield","German first division","Bayern München","M. Shabani"
"1595","Merveil Ndockyt",1000000,"Left Winger","Spanish first division","Getafe","M. Ndockyt"
"1596","Mesut Özil",50000000,"Attacking Midfield","English first division","Arsenal","M. Özil"
"1597","Mexer",4000000,"Centre-Back","French first division","Rennes","Mexer"
"1598","Michael Carrick",1000000,"Defensive Midfield","English first division","Manchester United","M. Carrick"
"1599","Michaël Cuisance",7500000,"Central Midfield","German first division","Borussia M'gladbach","M. Cuisance"
"1600","Michael Esser",1000000,"Goalkeeper","German first division","Hannover 96","M. Esser"
"1601","Michael Gregoritsch",14000000,"Centre-Forward","German first division","Augsburg","M. Gregoritsch"
"1602","Michael Hefele",1500000,"Centre-Back","English first division","Huddersfield Town","M. Hefele"
"1603","Michael Keane",20000000,"Centre-Back","English first division","Everton","M. Keane"
"1604","Michael Krohn-Dehli",NA,"Central Midfield","Spanish first division","Sevilla","M. Krohn-Dehli"
"1605","Michael Obafemi",NA,"Centre-Forward","English first division","Southampton","M. Obafemi"
"1606","Michael Olunga",NA,"Centre-Forward","Spanish first division","Girona","M. Olunga"
"1607","Michael Zetterer",NA,"Goalkeeper","German first division","Werder Bremen","M. Zetterer"
"1608","Michail Antonio",15000000,"Centre-Forward","English first division","West Ham United","M. Antonio"
"1609","Michel Macedo",1800000,"Right-Back","Spanish first division","Las Palmas","Míchel"
"1610","Michel Vorm",2500000,"Goalkeeper","English first division","Tottenham Hotspur","M. Vorm"
"1611","Michele Cremonesi",NA,"Centre-Back","Italian first division","SPAL","M. Cremonesi"
"1612","Michele Rigione",NA,"Centre-Back","Italian first division","Chievo","M. Rigione"
"1613","Michy Batshuayi",40000000,"Centre-Forward","English first division","Chelsea","M. Batshuayi"
"1614","Mickaël Le Bihan",NA,"Centre-Forward","French first division","Nice","M. Le Bihan"
"1615","Miguel Ángel Guerrero",1800000,"Second Striker","Spanish first division","Leganés","Guerrero"
"1616","Miguel Ángel Moyá",2000000,"Goalkeeper","Spanish first division","Real Sociedad","Moyà"
"1617","Miguel Britos",3500000,"Centre-Back","English first division","Watford","M. Britos"
"1618","Miguel Cifuentes",NA,"Right-Back","Spanish first division","Málaga","Miguel Cifuentes"
"1619","Miguel Layún",5000000,"Right-Back","Spanish first division","Sevilla","M. Layún"
"1620","Miguel Rubio",NA,"Centre-Back","Spanish first division","Getafe","Miguel"
"1621","Miguel Torres",NA,"Right-Back","Spanish first division","Málaga","Miguel Torres"
"1622","Miguel Veloso",2500000,"Defensive Midfield","Italian first division","Genoa","Miguel Veloso"
"1623","Miiko Albornoz",1500000,"Left-Back","German first division","Hannover 96","Miiko Albornoz"
"1624","Mijat Gacinovic",8000000,"Attacking Midfield","German first division","Eintracht Frankfurt","M. Gaćinović"
"1625","Mike Frantz",1500000,"Defensive Midfield","German first division","Freiburg","M. Frantz"
"1626","Mike Maignan",4000000,"Goalkeeper","French first division","Lille","M. Maignan"
"1627","Mike van der Hoorn",2500000,"Centre-Back","English first division","Swansea City","M. van der Hoorn"
"1628","Mikel Balenziaga",4000000,"Left-Back","Spanish first division","Athletic Club","Balenziaga"
"1629","Mikel Merino",10000000,"Central Midfield","English first division","Newcastle United","Mikel Merino"
"1630","Mikel Oyarzabal",35000000,"Left Winger","Spanish first division","Real Sociedad","Mikel Oyarzabal"
"1631","Mikel Rico",1500000,"Central Midfield","Spanish first division","Athletic Club","Mikel Rico"
"1632","Mikel San José",9000000,"Defensive Midfield","Spanish first division","Athletic Club","San José"
"1633","Mikel Vesga",2500000,"Defensive Midfield","Spanish first division","Athletic Club","Vesga"
"1634","Milan Bisevac",NA,"Centre-Back","French first division","Metz","M. Biševac"
"1635","Milan Gajić",1750000,"Right-Back","French first division","Bordeaux","M. Gajić"
"1636","Milos Jojic",2500000,"Central Midfield","German first division","Köln","M. Jojić"
"1637","Milos Veljkovic",6500000,"Centre-Back","German first division","Werder Bremen","M. Veljkovic"
"1638","Milot Rashica",7000000,"Right Winger","German first division","Werder Bremen","M. Rashica"
"1639","Miralem Pjanic",65000000,"Central Midfield","Italian first division","Juventus","M. Pjanić"
"1640","Miranda",8000000,"Centre-Back","Italian first division","Internazionale","João Miranda"
"1641","Mirco Antenucci",1500000,"Centre-Forward","Italian first division","SPAL","M. Antenucci"
"1642","Mirko Antonucci",NA,"Right Winger","Italian first division","Roma","M. Antonucci"
"1643","Mirko Valdifiori",1000000,"Defensive Midfield","Italian first division","Torino","M. Valdifiori"
"1644","Mitchell Weiser",12000000,"Right-Back","German first division","Hertha BSC","M. Weiser"
"1645","Mohamed Diamé",5000000,"Central Midfield","English first division","Newcastle United","M. Diamé"
"1646","Mohamed Dräger",NA,"Right-Back","German first division","Freiburg","M. Dräger"
"1647","Mohamed Elneny",10000000,"Defensive Midfield","English first division","Arsenal","Mohamed Elneny"
"1648","Mohamed Fares",4500000,"Left Midfield","Italian first division","Hellas Verona","M. Fares"
"1649","Mohamed Gouaida",NA,"Attacking Midfield","German first division","Hamburger SV","M. Gouaida"
"1650","Mohamed Salah",150000000,"Right Winger","English first division","Liverpool","Mohamed Salah"
"1651","Moise Kean",12000000,"Centre-Forward","Italian first division","Hellas Verona","M. Kean"
"1652","Molla Wagué",1500000,"Centre-Back","English first division","Watford","M. Wagué"
"1653","Momo",NA,"Left Winger","Spanish first division","Las Palmas","Momo"
"1654","Morgan Amalfitano",NA,"Right Midfield","French first division","Rennes","M. Amalfitano"
"1655","Morgan Poaty",NA,"Left-Back","French first division","Montpellier","M. Poaty"
"1656","Morgan Sanson",18000000,"Central Midfield","French first division","Olympique Marseille","M. Sanson"
"1657","Morgan Schneiderlin",20000000,"Defensive Midfield","English first division","Everton","M. Schneiderlin"
"1658","Moritz Bauer",5000000,"Right-Back","English first division","Stoke City","M. Bauer"
"1659","Mouctar Diakhaby",10000000,"Centre-Back","French first division","Olympique Lyonnais","M. Diakhaby"
"1660","Mousa Dembélé",18000000,"Central Midfield","English first division","Tottenham Hotspur","M. Dembélé"
"1661","Moussa Diaby",NA,"Right Winger","Italian first division","Crotone","M. Diaby"
"1662","Moussa Konaté",6000000,"Centre-Forward","French first division","Amiens SC","M. Konaté"
"1663","Moussa Niakhaté",5000000,"Centre-Back","French first division","Metz","M. Niakhaté"
"1664","Moussa Sissoko",18000000,"Central Midfield","English first division","Tottenham Hotspur","M. Sissoko"
"1665","Moussa Sylla",3000000,"Right Winger","French first division","Monaco","M. Sylla"
"1666","Mubarak Wakaso",1200000,"Central Midfield","Spanish first division","Deportivo Alavés","M. Wakaso"
"1667","Muhamed Besic",5000000,"Defensive Midfield","English first division","Everton","M. Bešić"
"1668","Mujaid Sadick",NA,"Centre-Back","Spanish first division","Deportivo La Coruña","Mujaid Sadick"
"1669","Munir El Haddadi",12000000,"Centre-Forward","Spanish first division","Deportivo Alavés","Munir"
"1670","Musa Barrow",6000000,"Left Winger","Italian first division","Atalanta","M. Barrow"
"1671","Mustapha Diallo",1500000,"Defensive Midfield","French first division","Guingamp","M. Diallo"
"1672","Myziane Maolida",4500000,"Left Winger","French first division","Olympique Lyonnais","M. Maolida"
"1673","N'Golo Kanté",60000000,"Defensive Midfield","English first division","Chelsea","N. Kanté"
"1674","Nabil Bentaleb",18000000,"Central Midfield","German first division","Schalke 04","N. Bentaleb"
"1675","Nabil El Zhar",2000000,"Right Winger","Spanish first division","Leganés","N. El Zhar"
"1676","Nabil Fekir",60000000,"Attacking Midfield","French first division","Olympique Lyonnais","N. Fekir"
"1677","Naby Keïta",65000000,"Central Midfield","German first division","RB Leipzig","N. Keïta"
"1678","Nacer Chadli",10000000,"Left Winger","English first division","West Bromwich Albion","N. Chadli"
"1679","Nacho Fernández",30000000,"Centre-Back","Spanish first division","Real Madrid","Nacho"
"1680","Nacho Gil",NA,"Left Winger","Spanish first division","Valencia","Nacho Gil"
"1681","Nacho Monreal",13000000,"Left-Back","English first division","Arsenal","Nacho Monreal"
"1682","Nacho Vidal",1000000,"Right-Back","Spanish first division","Valencia","Nacho Vidal"
"1683","Nadiem Amiri",17000000,"Central Midfield","German first division","Hoffenheim","N. Amiri"
"1684","Nahki Wells",4500000,"Centre-Forward","English first division","Burnley","N. Wells"
"1685","Naïm Sliti",7000000,"Left Winger","French first division","Dijon","N. Sliti"
"1686","Najib Gandi",NA,"Attacking Midfield","French first division","Nantes","N. Gandi"
"1687","Naldo",1000000,"Centre-Back","German first division","Schalke 04","Naldo"
"1688","Nampalys Mendy",5000000,"Defensive Midfield","French first division","Nice","N. Mendy"
"1689","Nano Mesa",NA,"Centre-Forward","Spanish first division","Levante","Nano"
"1690","Nathan",1000000,"Attacking Midfield","French first division","Amiens SC","Nathan"
"1691","Nathan Aké",15000000,"Centre-Back","English first division","AFC Bournemouth","N. Aké"
"1692","Nathan Dyer",2500000,"Right Winger","English first division","Swansea City","N. Dyer"
"1693","Nathan Redmond",18000000,"Right Winger","English first division","Southampton","N. Redmond"
